Family_ID,POS,Word/Collocations,Strict_Synonyms,Meaning_VN,,
777,phrase,unanimous verdict,,bản án đồng thuận,,
778,n,testimony,witness statement,lời khai nhân chứng,,
778,v,testify,give evidence,làm chứng,,
778,phrase,oral testimony,,lời khai trực tiếp,,
778,phrase,compelling testimony,convincing evidence,lời khai thuyết phục,,
778,phrase,testify against,,khai chống lại,,
779,n,precedent,prior case,tiền lệ pháp lý,,
779,adj,unprecedented,without precedent,chưa có tiền lệ,,
779,phrase,legal precedent,,án lệ,,
779,phrase,set a precedent,establish a precedent,thiết lập tiền lệ,,
779,phrase,follow precedent,adhere to precedent,tuân theo án lệ,,
780,n,statute,law,đạo luật,,
780,adj,statutory,legally required,theo luật định,,
780,phrase,statute of limitations,,thời hiệu tố tụng,,
781,n,breach,violation,sự vi phạm,,
781,v,breach,violate,vi phạm,,
781,phrase,breach of contract,,vi phạm hợp đồng,,
781,phrase,security breach,,sự xâm phạm an ninh,,
781,phrase,serious breach,major violation,vi phạm nghiêm trọng,,
782,v,mandate,require,bắt buộc,,
782,n,mandate,authorization,ủy quyền,,
782,adj,mandatory,compulsory,bắt buộc,,
782,phrase,legal mandate,legal authority,thẩm quyền pháp lý,,
782,phrase,mandated by law,legally required,được luật yêu cầu,,
783,v,arbitrate,mediate,phân xử,,
783,n,arbitration,mediation,trọng tài,,
783,phrase,binding arbitration,,trọng tài ràng buộc,,
783,phrase,arbitration clause,,điều khoản trọng tài,,
784,adj,penal,punitive,thuộc về hình phạt,,
784,phrase,penal code,,bộ luật hình sự,,
784,phrase,penal system,,hệ thống hình phạt,,
784,phrase,penal colony,,thuộc địa hình sự,,
785,n,regulation,rule,quy định,,
785,v,regulate,control,điều chỉnh,,
785,phrase,government regulations,,quy định chính phủ,,
785,phrase,strict regulations,,quy định nghiêm ngặt,,
785,phrase,deregulation,,sự bãi bỏ quy định,,
786,n,sovereignty,independence,chủ quyền,,
786,adj,sovereign,independent,có chủ quyền,,
786,phrase,national sovereignty,,chủ quyền quốc gia,,
786,phrase,sovereign state,independent state,quốc gia có chủ quyền,,
786,phrase,violate sovereignty,,vi phạm chủ quyền,,
787,n,autonomy,self-governance,quyền tự trị,,
787,adj,autonomous,self-governing,tự trị,,
787,phrase,regional autonomy,,quyền tự trị vùng,,
787,phrase,autonomous region,,khu tự trị,,
787,phrase,greater autonomy,more self-rule,quyền tự trị lớn hơn,,
788,n,bureaucracy,administration,bộ máy hành chính,,
788,adj,bureaucratic,,mang tính hành chính,,
788,phrase,government bureaucracy,,bộ máy quan liêu chính phủ,,
788,phrase,cut through bureaucracy,reduce red tape,cắt giảm thủ tục,,
788,phrase,bureaucratic hurdles,administrative obstacles,rào cản hành chính,,
789,n,diplomacy,statecraft,ngoại giao,,
789,adj,diplomatic,tactful,có tính ngoại giao,,
789,phrase,shuttle diplomacy,,ngoại giao con thoi,,
789,phrase,diplomatic relations,,quan hệ ngoại giao,,
789,phrase,diplomatic immunity,,quyền miễn trừ ngoại giao,,
790,n,coalition,alliance,liên minh,,
790,phrase,coalition government,,chính phủ liên minh,,
790,phrase,form a coalition,create an alliance,thành lập liên minh,,
790,phrase,broad coalition,wide alliance,liên minh rộng,,
791,n,constituency,electoral district,khu vực bầu cử,,
791,n,constituent,voter,cử tri,,
791,phrase,local constituency,,đơn vị bầu cử địa phương,,
791,phrase,serve the constituency,,phục vụ cử tri,,
792,n,referendum,plebiscite,trưng cầu dân ý,,
792,phrase,hold a referendum,conduct a referendum,tổ chức trưng cầu dân ý,,
792,phrase,nationwide referendum,,trưng cầu toàn quốc,,
792,phrase,outcome of the referendum,,kết quả trưng cầu,,
793,n,governance,administration,sự quản trị,,
793,phrase,corporate governance,,quản trị công ty,,
793,phrase,good governance,,quản trị tốt,,
793,phrase,global governance,,quản trị toàn cầu,,
794,n,ideology,system of beliefs,ý thức hệ,,
794,adj,ideological,dogmatic,thuộc về ý thức hệ,,
794,phrase,political ideology,,hệ tư tưởng chính trị,,
794,phrase,dominant ideology,,ý thức hệ thống trị,,
794,phrase,ideological conflict,,xung đột ý thức hệ,,
795,n,policy,plan,chính sách,,
795,phrase,foreign policy,,chính sách đối ngoại,,
795,phrase,public policy,,chính sách công,,
795,phrase,adopt a policy,implement a policy,thông qua chính sách,,
796,n,sanction,penalty,lệnh trừng phạt,,
796,v,sanction,penalize,trừng phạt,,
796,phrase,economic sanctions,,các biện pháp trừng phạt kinh tế,,
796,phrase,impose sanctions,apply sanctions,áp đặt trừng phạt,,
796,phrase,lift sanctions,remove sanctions,dỡ bỏ trừng phạt,,
797,v,ratify,approve,phê chuẩn,,
797,n,ratification,approval,sự phê chuẩn,,
797,phrase,ratify a treaty,,phê chuẩn hiệp ước,,
797,phrase,formal ratification,,sự phê chuẩn chính thức,,
798,n,amendment,revision,sửa đổi,,
798,v,amend,modify,sửa đổi,,
798,phrase,constitutional amendment,,tu chính hiến pháp,,
798,phrase,propose an amendment,suggest an amendment,đề xuất sửa đổi,,
799,n,suffrage,franchise,quyền bầu cử,,
799,phrase,universal suffrage,,phổ thông đầu phiếu,,
799,phrase,women's suffrage,,quyền bầu cử phụ nữ,,
800,adj,secular,non-religious,phi tôn giáo,,
800,n,secularism,,chủ nghĩa thế tục,,
800,phrase,secular state,non-religious state,nhà nước thế tục,,
800,phrase,secular education,non-religious education,giáo dục phi tôn giáo,,
801,n,paradigm,framework,mẫu hình,,
801,phrase,paradigm shift,radical change,chuyển đổi mẫu hình,,
801,phrase,dominant paradigm,prevailing model,mô hình thống trị,,
801,phrase,scientific paradigm,,khuôn mẫu khoa học,,
802,n,aesthetics,philosophy of beauty,mỹ học,,
802,adj,aesthetic,artistic,thuộc về thẩm mỹ,,
802,phrase,aesthetic value,artistic value,giá trị thẩm mỹ,,
802,phrase,purely aesthetic,,thuần túy thẩm mỹ,,
802,phrase,modern aesthetics,,mỹ học hiện đại,,
803,n,ethics,moral philosophy,đạo đức học,,
803,adj,ethical,moral,thuộc về đạo đức,,
803,phrase,medical ethics,,đạo đức y học,,
803,phrase,ethical dilemma,moral dilemma,tình thế tiến thoái lưỡng nan về đạo đức,,
803,phrase,code of ethics,ethical code,quy tắc đạo đức,,
804,n,morality,moral principles,luân lý,,
804,adj,moral,ethical,thuộc về luân lý,,
804,phrase,moral standards,ethical standards,chuẩn mực luân lý,,
804,phrase,public morality,,đạo đức xã hội,,
804,phrase,moral obligation,ethical obligation,nghĩa vụ luân lý,,
805,n,norms,standards,chuẩn mực,,
805,v,normalize,standardize,chuẩn hóa,,
805,phrase,social norms,,chuẩn mực xã hội,,
805,phrase,cultural norms,,chuẩn mực văn hóa,,
805,phrase,conform to norms,adhere to standards,tuân theo chuẩn mực,,
806,n,values,principles,giá trị,,
806,phrase,core values,fundamental principles,giá trị cốt lõi,,
806,phrase,family values,,giá trị gia đình,,
806,phrase,traditional values,,giá trị truyền thống,,
807,n,heritage,legacy,di sản,,
807,phrase,cultural heritage,,di sản văn hóa,,
807,phrase,world heritage site,,di sản thế giới,,
807,phrase,national heritage,,di sản quốc gia,,
808,n,artifact,object,hiện vật,,
808,phrase,ancient artifacts,,cổ vật,,
808,phrase,cultural artifacts,,hiện vật văn hóa,,
808,phrase,historical artifacts,,hiện vật lịch sử,,
809,n,folklore,folk traditions,văn hóa dân gian,,
809,adj,folkloric,,thuộc về văn hóa dân gian,,
809,phrase,folk traditions,,truyền thống dân gian,,
809,phrase,folklore studies,,nghiên cứu văn hóa dân gian,,
810,adj,avant-garde,innovative,tiền phong,,
810,n,avant-garde,pioneer,tiền phong,,
810,phrase,avant-garde art,,nghệ thuật tiền phong,,
810,phrase,avant-garde movement,,phong trào tiền phong,,
811,adj,contemporary,modern,đương đại,,
811,n,contemporary,peer,người cùng thời,,
811,phrase,contemporary art,modern art,nghệ thuật đương đại,,
811,phrase,contemporary issues,current issues,vấn đề đương đại,,
811,phrase,his contemporaries,his peers,những người cùng thời với ông,,
812,adj,canonical,authoritative,kinh điển,,
812,n,canon,standard works,bộ tác phẩm chuẩn,,
812,phrase,canonical works,classic works,tác phẩm kinh điển,,
812,phrase,literary canon,,bộ tác phẩm văn học kinh điển,,
813,n,dogma,doctrine,giáo điều,,
813,adj,dogmatic,doctrinaire,giáo điều,,
813,phrase,religious dogma,,giáo điều tôn giáo,,
813,phrase,challenge the dogma,question the doctrine,thách thức giáo điều,,
814,adj,subjective,personal,chủ quan,,
814,n,subjectivity,bias,tính chủ quan,,
814,phrase,subjective opinion,personal opinion,ý kiến chủ quan,,
814,phrase,purely subjective,,thuần túy chủ quan,,
814,phrase,subjective experience,personal experience,trải nghiệm chủ quan,,
815,adj,objective,impartial,khách quan,,
815,n,objectivity,impartiality,tính khách quan,,
815,phrase,objective analysis,impartial analysis,phân tích khách quan,,
815,phrase,main objective,primary goal,mục tiêu chính,,
815,phrase,remain objective,stay impartial,duy trì tính khách quan,,
816,adj,tectonic,,thuộc về kiến tạo,,
816,phrase,plate tectonics,,thuyết kiến tạo mảng,,
816,phrase,tectonic plates,,các mảng kiến tạo,,
816,phrase,tectonic activity,,hoạt động kiến tạo,,
817,n,sediment,deposit,trầm tích,,
817,phrase,sedimentary rock,,đá trầm tích,,
817,phrase,sediment deposition,,sự lắng đọng trầm tích,,
818,n,stratum,layer,tầng,,
818,n,strata,layers,các tầng,,
818,phrase,rock strata,,các tầng đá,,
818,phrase,social strata,social classes,tầng lớp xã hội,,
819,n,glacier,ice sheet,sông băng,,
819,adj,glacial,,thuộc về băng hà,,
819,phrase,glacial retreat,,sự lùi của sông băng,,
819,phrase,ice age,glacial epoch,kỷ băng hà,,
820,n,hemisphere,,bán cầu,,
820,phrase,Northern Hemisphere,,Bắc Bán Cầu,,
820,phrase,Southern Hemisphere,,Nam Bán Cầu,,
820,phrase,cerebral hemisphere,,bán cầu não,,
821,n,latitude,,vĩ độ,,
821,phrase,high latitudes,,vùng vĩ độ cao,,
821,phrase,latitude and longitude,,vĩ độ và kinh độ,,
822,n,longitude,,kinh độ,,
822,phrase,lines of longitude,,các đường kinh độ,,
822,phrase,Prime Meridian,,Kinh tuyến gốc,,
823,n,topography,terrain,địa hình,,
823,phrase,topographic map,,bản đồ địa hình,,
823,phrase,rugged topography,rough terrain,địa hình hiểm trở,,
824,n,archipelago,island chain,quần đảo,,
824,phrase,volcanic archipelago,,quần đảo núi lửa,,
824,phrase,Indonesian archipelago,,quần đảo Indonesia,,
825,n,peninsula,,bán đảo,,
825,phrase,Iberian Peninsula,,Bán đảo Iberia,,
825,phrase,narrow peninsula,,bán đảo hẹp,,
826,n,basin,drainage area,lưu vực,,
826,phrase,river basin,,lưu vực sông,,
826,phrase,ocean basin,,lưu vực đại dương,,
827,n,crust,outer shell,vỏ,,
827,phrase,Earth's crust,,vỏ Trái Đất,,
827,phrase,continental crust,,vỏ lục địa,,
828,n,mantle,,lớp phủ (manti),,
828,phrase,upper mantle,,lớp phủ trên,,
829,n,precipitation,rainfall,lượng mưa,,
829,phrase,annual precipitation,,lượng mưa hàng năm,,
829,phrase,heavy precipitation,heavy rain,mưa lớn,,
830,n,humidity,moisture,độ ẩm,,
830,phrase,relative humidity,,độ ẩm tương đối,,
830,phrase,high humidity,,độ ẩm cao,,
831,n,universe,cosmos,vũ trụ,,
831,adj,universal,cosmic,phổ quát/toàn vũ trụ,,
831,phrase,expanding universe,,vũ trụ giãn nở,,
831,phrase,universal laws,cosmic laws,các định luật phổ quát,,
832,n,galaxy,star system,thiên hà,,
832,adj,galactic,,thuộc về thiên hà,,
832,phrase,spiral galaxy,,thiên hà xoắn ốc,,
832,phrase,Milky Way galaxy,,thiên hà Milky Way,,
832,phrase,intergalactic space,,không gian liên thiên hà,,
833,n,orbit,trajectory,quỹ đạo,,
833,v,orbit,revolve,quay quanh,,
833,phrase,elliptical orbit,,quỹ đạo hình elip,,
833,phrase,in orbit,,trong quỹ đạo,,
833,phrase,orbit the sun,,quay quanh mặt trời,,
834,adj,celestial,astronomical,thuộc về thiên văn,,
834,phrase,celestial bodies,astronomical objects,thiên thể,,
834,phrase,celestial mechanics,,cơ học thiên thể,,
834,phrase,celestial navigation,,định vị thiên văn,,
835,n,nebula,gas cloud,tinh vân,,
835,phrase,stellar nebula,,tinh vân sao,,
835,phrase,nebular hypothesis,,giả thuyết tinh vân,,
836,n,supernova,stellar explosion,siêu tân tinh,,
836,phrase,supernova remnant,,tàn tích siêu tân tinh,,
836,phrase,trigger a supernova,,kích hoạt siêu tân tinh,,
837,n,gravity,gravitation,trọng lực,,
837,adj,gravitational,,thuộc về trọng lực,,
837,phrase,center of gravity,,trọng tâm,,
837,phrase,gravitational pull,gravitational force,lực hấp dẫn,,
837,phrase,gravity of the situation,seriousness of the matter,mức độ nghiêm trọng của tình huống,,
838,n,magnitude,size,độ lớn,,
838,phrase,order of magnitude,,bậc độ lớn,,
838,phrase,stellar magnitude,,cấp sao,,
838,phrase,increase in magnitude,,tăng độ lớn,,
839,n,eclipse,occultation,nhật thực/nguyệt thực,,
839,phrase,solar eclipse,,nhật thực,,
839,phrase,lunar eclipse,,nguyệt thực,,
839,phrase,total eclipse,,thực toàn phần,,
840,n,comet,,sao chổi,,
840,phrase,comet tail,,đuôi sao chổi,,
840,phrase,Halley's Comet,,Sao chổi Halley,,
841,n,asteroid,,tiểu hành tinh,,
841,phrase,asteroid belt,,vành đai tiểu hành tinh,,
841,phrase,asteroid impact,,va chạm tiểu hành tinh,,
842,n,black hole,,hố đen,,
842,phrase,event horizon,,chân trời sự kiện,,
842,phrase,supermassive black hole,,hố đen siêu khối,,
843,n,constellation,asterism,chòm sao,,
843,phrase,zodiac constellations,,các chòm sao hoàng đạo,,
843,phrase,recognizable constellations,,chòm sao dễ nhận dạng,,
844,n,observatory,,đài thiên văn,,
844,phrase,astronomical observatory,,đài quan sát thiên văn,,
844,phrase,space observatory,,đài quan sát không gian,,
845,n,cosmology,,vũ trụ học,,
845,adj,cosmological,,thuộc về vũ trụ học,,
845,phrase,modern cosmology,,vũ trụ học hiện đại,,
845,phrase,cosmological constant,,hằng số vũ trụ,,
846,n,variable,factor,biến số,,
846,adj,variable,changeable,biến thiên,,
846,phrase,independent variable,,biến độc lập,,
846,phrase,dependent variable,,biến phụ thuộc,,
846,phrase,random variable,,biến ngẫu nhiên,,
847,n,constant,fixed quantity,hằng số,,
847,adj,constant,unchanging,không đổi,,
847,phrase,remain constant,stay unchanged,duy trì không đổi,,
847,phrase,constant pressure,steady pressure,áp suất không đổi,,
847,phrase,mathematical constant,,hằng số toán học,,
848,n,equation,formula,phương trình,,
848,v,equate,equalize,đánh đồng,,
848,phrase,solve an equation,,giải phương trình,,
848,phrase,linear equation,,phương trình tuyến tính,,
848,phrase,differential equation,,phương trình vi phân,,
849,n,function,relation,hàm số,,
849,v,function,operate,hoạt động,,
849,phrase,exponential function,,hàm mũ,,
849,phrase,perform a function,fulfill a role,thực hiện chức năng,,
849,phrase,properly function,operate correctly,hoạt động bình thường,,
850,n,proportion,ratio,tỷ lệ,,
850,adj,proportional,corresponding,tỉ lệ,,
850,phrase,in proportion to,relative to,tỷ lệ với,,
850,phrase,direct proportion,,tỷ lệ thuận,,
850,phrase,inverse proportion,,tỷ lệ nghịch,,
851,n,ratio,proportion,tỷ số,,
851,phrase,ratio of A to B,,tỷ số A trên B,,
851,phrase,aspect ratio,,tỷ lệ khung hình,,
851,phrase,debt-to-equity ratio,,tỷ lệ nợ trên vốn chủ sở hữu,,
852,n,statistics,data analysis,thống kê,,
852,adj,statistical,,thuộc về thống kê,,
852,phrase,official statistics,,số liệu thống kê chính thức,,
852,phrase,statistical significance,,ý nghĩa thống kê,,
852,phrase,vital statistics,,thống kê dân số,,
853,n,probability,likelihood,xác suất,,
853,adj,probable,likely,có xác suất cao,,
853,phrase,high probability,strong likelihood,xác suất cao,,
853,phrase,probability theory,,lý thuyết xác suất,,
853,phrase,in all probability,most likely,hầu như chắc chắn,,
854,n,mean,average,giá trị trung bình,,
854,phrase,arithmetic mean,,trung bình cộng,,
854,phrase,calculate the mean,compute the average,tính trung bình,,
855,n,median,midpoint,trung vị,,
855,phrase,median income,,thu nhập trung vị,,
855,phrase,median value,,giá trị trung vị,,
856,n,mode,most frequent value,mốt,,
856,phrase,bimodal distribution,,phân phối hai đỉnh,,
857,n,variance,variability,phương sai,,
857,v,vary,fluctuate,biến động,,
857,phrase,analysis of variance (ANOVA),,phân tích phương sai,,
857,phrase,at variance with,in disagreement with,mâu thuẫn với,,
858,n,deviation,departure,độ lệch,,
858,v,deviate,stray,đi chệch,,
858,phrase,standard deviation,,độ lệch chuẩn,,
858,phrase,social deviation,,sự lệch chuẩn xã hội,,
858,phrase,deviate from the norm,,chệch khỏi chuẩn,,
859,n,regression,,hồi quy,,
859,phrase,linear regression,,hồi quy tuyến tính,,
859,phrase,regression analysis,,phân tích hồi quy,,
860,n,outlier,anomaly,giá trị ngoại lai,,
860,phrase,statistical outlier,,điểm ngoại lai thống kê,,
860,phrase,identify outliers,detect anomalies,nhận diện giá trị ngoại lai,,
861,n,species,type,loài,,
861,phrase,endangered species,threatened species,loài nguy cấp,,
861,phrase,invasive species,,loài xâm thực,,
861,phrase,origin of species,,nguồn gốc các loài,,
862,n,evolution,development,sự tiến hóa,,
862,v,evolve,develop,tiến hóa,,
862,adj,evolutionary,,thuộc về tiến hóa,,
862,phrase,theory of evolution,,thuyết tiến hóa,,
862,phrase,evolutionary biology,,sinh học tiến hóa,,
862,phrase,rapidly evolve,,tiến hóa nhanh,,
863,phrase,natural selection,,chọn lọc tự nhiên,,
863,phrase,survival of the fittest,,sự sống sót của cá thể thích nghi nhất,,
863,phrase,mechanism of selection,,cơ chế chọn lọc,,
864,n,trait,characteristic,đặc điểm,,
864,phrase,genetic traits,hereditary characteristics,đặc điểm di truyền,,
864,phrase,desirable traits,,đặc điểm mong muốn,,
864,phrase,inherited traits,,đặc điểm di truyền,,
865,n,respiration,breathing,hô hấp,,
865,v,respire,breathe,hô hấp,,
865,phrase,cellular respiration,,hô hấp tế bào,,
865,phrase,aerobic respiration,,hô hấp hiếu khí,,
865,phrase,anaerobic respiration,,hô hấp kỵ khí,,
866,n,photosynthesis,,quang hợp,,
866,v,photosynthesize,,quang hợp,,
866,phrase,process of photosynthesis,,quá trình quang hợp,,
866,phrase,rate of photosynthesis,,tốc độ quang hợp,,
867,n,ecosystem,ecological system,hệ sinh thái,,
867,phrase,fragile ecosystem,vulnerable system,hệ sinh thái dễ tổn thương,,
867,phrase,marine ecosystem,,hệ sinh thái biển,,
867,phrase,disturb the ecosystem,,làm xáo trộn hệ sinh thái,,
868,n,predator,,kẻ săn mồi,,
868,adj,predatory,,thuộc về săn mồi,,
868,phrase,apex predator,,sát thủ đầu đỉnh,,
868,phrase,natural predator,,động vật săn mồi tự nhiên,,
868,phrase,predatory behavior,,hành vi săn mồi,,
869,n,prey,victim,con mồi,,
869,v,prey,hunt,săn mồi,,
869,phrase,fall prey to,,trở thành nạn nhân của,,
869,phrase,predator-prey relationship,,mối quan hệ săn mồi – con mồi,,
870,n,symbiosis,coexistence,cộng sinh,,
870,adj,symbiotic,,cộng sinh,,
870,phrase,symbiotic relationship,mutualistic relationship,mối quan hệ cộng sinh,,
870,phrase,mutualistic symbiosis,,cộng sinh tương hỗ,,
871,n,parasite,,ký sinh trùng,,
871,adj,parasitic,,ký sinh,,
871,phrase,internal parasite,,ký sinh nội bộ,,
871,phrase,parasitic infection,,nhiễm ký sinh,,
872,n,host,,vật chủ,,
872,phrase,host organism,,sinh vật chủ,,
872,phrase,intermediate host,,vật chủ trung gian,,
873,n,microbe,microorganism,vi khuẩn/vi sinh vật,,
873,adj,microbial,,thuộc về vi sinh,,
873,phrase,microbial growth,,sự phát triển vi sinh,,
873,phrase,beneficial microbes,,vi sinh có lợi,,
874,n,enzyme,catalyst,enzyme,,
874,phrase,digestive enzymes,,enzyme tiêu hóa,,
874,phrase,enzyme activity,,hoạt động enzyme,,
875,n,hormone,,hormone,,
875,adj,hormonal,,thuộc về hormone,,
875,phrase,growth hormone,,hormone tăng trưởng,,
875,phrase,hormonal imbalance,,mất cân bằng hormone,,
876,n,socialization,acculturation,xã hội hóa,,
876,v,socialize,interact,giao lưu xã hội,,
876,phrase,primary socialization,,xã hội hóa sơ cấp,,
876,phrase,agents of socialization,,tác nhân xã hội hóa,,
876,phrase,socialize with peers,,giao lưu với bạn đồng lứa,,
877,v,internalize,assimilate,nội tâm hóa,,
877,n,internalization,,sự nội tâm hóa,,
877,phrase,internalize values,,nội tâm hóa giá trị,,
877,phrase,internalize norms,,nội tâm hóa chuẩn mực,,
877,phrase,internalize oppression,,nội tâm hóa áp bức,,
878,v,externalize,express,ngoại hiện hóa,,
878,phrase,externalize feelings,,biểu hiện cảm xúc,,
878,phrase,externalize costs,,ngoại tác hóa chi phí,,
879,n,perception,awareness,nhận thức,,
879,v,perceive,recognize,nhận thức,,
879,phrase,sensory perception,,tri giác giác quan,,
879,phrase,public perception,,nhận thức công chúng,,
879,phrase,widely perceived as,,được nhìn nhận rộng rãi là,,
880,n,perspective,viewpoint,quan điểm,,
880,phrase,global perspective,,góc nhìn toàn cầu,,
880,phrase,from a different perspective,,từ một góc nhìn khác,,
880,phrase,theoretical perspective,,góc nhìn lý thuyết,,
881,n,stereotype,generalization,định kiến,,
881,adj,stereotypical,,mang tính định kiến,,
881,phrase,cultural stereotypes,,định kiến văn hóa,,
881,phrase,gender stereotypes,,định kiến giới,,
881,phrase,break the stereotype,,phá bỏ định kiến,,
882,n,prejudice,bias,thành kiến,,
882,adj,prejudiced,biased,thiên vị,,
882,phrase,racial prejudice,,thành kiến chủng tộc,,
882,phrase,without prejudice,,không thiên vị,,
882,phrase,deep-seated prejudice,,thành kiến sâu sắc,,
883,n,discrimination,bias,sự phân biệt đối xử,,
883,v,discriminate,treat unfairly,phân biệt đối xử,,
883,phrase,positive discrimination,,phân biệt đối xử tích cực,,
883,phrase,workplace discrimination,,phân biệt tại nơi làm việc,,
883,phrase,unlawful discrimination,,phân biệt bất hợp pháp,,
884,n,alienation,isolation,sự xa lánh,,
884,v,alienate,isolate,làm xa cách,,
884,phrase,social alienation,,sự xa lánh xã hội,,
884,phrase,feel alienated,,cảm thấy bị xa lánh,,
884,phrase,alienate voters,,làm mất lòng cử tri,,
885,n,solidarity,unity,đoàn kết,,
885,phrase,social solidarity,,đoàn kết xã hội,,
885,phrase,show solidarity with,,thể hiện sự đoàn kết với,,
885,phrase,mechanical solidarity,,đoàn kết cơ giới,,
886,n,reciprocity,mutuality,tính tương hỗ,,
886,adj,reciprocal,mutual,tương hỗ,,
886,phrase,principle of reciprocity,,nguyên tắc tương hỗ,,
886,phrase,reciprocal relationship,,quan hệ tương hỗ,,
887,n,collectivism,,chủ nghĩa tập thể,,
887,adj,collectivist,,tập thể,,
887,phrase,culture of collectivism,,văn hóa tập thể,,
887,phrase,collectivist society,,xã hội tập thể,,
888,n,individualism,,chủ nghĩa cá nhân,,
888,adj,individualistic,,cá nhân chủ nghĩa,,
888,phrase,rugged individualism,,chủ nghĩa cá nhân kiên cường,,
888,phrase,individualistic culture,,văn hóa cá nhân,,
889,adj,normative,prescriptive,mang tính chuẩn tắc,,
889,phrase,normative ethics,,đạo đức học chuẩn tắc,,
889,phrase,normative pressure,,áp lực chuẩn tắc,,
889,phrase,normative framework,,khung chuẩn tắc,,
890,n,stigma,shame,sự kỳ thị,,
890,v,stigmatize,label,kỳ thị,,
890,phrase,social stigma,,kỳ thị xã hội,,
890,phrase,stigma attached to,,kỳ thị gắn liền với,,
890,phrase,overcome the stigma,,vượt qua kỳ thị,,
891,n,authority,power,quyền lực,,
891,phrase,exercise authority,exert power,thực thi quyền lực,,
891,phrase,authority on the subject,expert in the field,chuyên gia về chủ đề,,
891,phrase,local authorities,,chính quyền địa phương,,
892,n,hierarchy,ranking,hệ thống cấp bậc,,
892,adj,hierarchical,,phân cấp,,
892,phrase,organizational hierarchy,organizational structure,cơ cấu tổ chức,,
892,phrase,rigid hierarchy,,hệ thống cứng nhắc,,
893,n,bureaucracy,administration,bộ máy quan liêu,,
893,phrase,streamline bureaucracy,simplify administration,tinh gọn bộ máy,,
893,phrase,bureaucratic procedure,,thủ tục quan liêu,,
894,v,delegate,assign,ủy quyền,,
894,n,delegation,assignment,sự ủy quyền,,
894,phrase,delegate authority,transfer power,ủy quyền quyền lực,,
894,phrase,delegate tasks,assign tasks,giao nhiệm vụ,,
895,v,supervise,oversee,giám sát,,
895,n,supervisor,overseer,người giám sát,,
895,n,supervision,oversight,sự giám sát,,
895,phrase,direct supervision,,giám sát trực tiếp,,
895,phrase,closely supervise,,giám sát sát sao,,
896,adj,autocratic,authoritarian,chuyên quyền,,
896,phrase,autocratic leadership,,lãnh đạo chuyên quyền,,
896,phrase,autocratic style,,phong cách chuyên quyền,,
897,adj,democratic,participatory,dân chủ,,
897,phrase,democratic leadership,,lãnh đạo dân chủ,,
897,phrase,democratic process,,tiến trình dân chủ,,
898,phrase,laissez-faire,non-interventionist,tự do không can thiệp,,
898,phrase,laissez-faire approach,,phương pháp tự do,,
899,n,incentive,motivation,động lực,,
899,phrase,financial incentive,monetary motivation,động lực tài chính,,
899,phrase,tax incentive,tax benefit,ưu đãi thuế,,
899,phrase,create an incentive,,tạo động lực,,
900,adj,strategic,tactical,mang tính chiến lược,,
900,n,strategy,plan,chiến lược,,
900,phrase,strategic planning,,hoạch định chiến lược,,
900,phrase,strategic alliance,,liên minh chiến lược,,
900,phrase,strategic objective,,mục tiêu chiến lược,,
901,n,feasibility,practicability,tính khả thi,,
901,adj,feasible,viable,khả thi,,
901,phrase,feasibility study,,nghiên cứu khả thi,,
901,phrase,economic feasibility,,khả thi kinh tế,,
902,n,compliance,adherence,sự tuân thủ,,
902,v,comply,adhere,tuân thủ,,
902,phrase,in compliance with,,tuân theo,,
902,phrase,regulatory compliance,,tuân thủ quy định,,
902,phrase,ensure compliance,,đảm bảo tuân thủ,,
903,n,sustainability,endurance,tính bền vững,,
903,adj,sustainable,long-lasting,bền vững,,
903,phrase,environmental sustainability,,bền vững môi trường,,
903,phrase,long-term sustainability,,bền vững dài hạn,,
904,n,stakeholder,interested party,bên liên quan,,
904,phrase,key stakeholders,,bên liên quan chủ chốt,,
904,phrase,stakeholder engagement,,sự tham gia của bên liên quan,,
905,n,accountability,responsibility,trách nhiệm giải trình,,
905,adj,accountable,answerable,chịu trách nhiệm,,
905,phrase,hold someone accountable,,bắt ai đó chịu trách nhiệm,,
905,phrase,transparency and accountability,,minh bạch và trách nhiệm,,
905,phrase,personal accountability,,trách nhiệm cá nhân,,
906,n,innovation,novelty,sự đổi mới,,
906,v,innovate,pioneer,đổi mới,,
906,adj,innovative,groundbreaking,cách tân,,
906,phrase,disruptive innovation,,đổi mới đột phá,,
906,phrase,technological innovation,,đổi mới công nghệ,,
906,phrase,foster innovation,encourage innovation,thúc đẩy đổi mới,,
907,n,automation,mechanization,sự tự động hóa,,
907,v,automate,mechanize,tự động hóa,,
907,phrase,industrial automation,,tự động hóa công nghiệp,,
907,phrase,fully automated,,hoàn toàn tự động,,
907,phrase,automation of tasks,,tự động hóa nhiệm vụ,,
908,n,algorithm,procedure,thuật toán,,
908,adj,algorithmic,,thuộc về thuật toán,,
908,phrase,complex algorithm,,thuật toán phức tạp,,
908,phrase,search algorithm,,thuật toán tìm kiếm,,
908,phrase,algorithmic bias,,thiên vị thuật toán,,
909,n,optimization,improvement,sự tối ưu hóa,,
909,v,optimize,improve,tối ưu hóa,,
909,phrase,resource optimization,,tối ưu hóa tài nguyên,,
909,phrase,search engine optimization (SEO),,tối ưu hóa tìm kiếm,,
909,phrase,optimize performance,,tối ưu hóa hiệu suất,,
910,n,integration,unification,sự tích hợp,,
